note,type,value,exactMatch,partialMatch,matchValue,typeMatch
arts administrator,per,Mr. Parsons,,,,False
mural,misc,"""mural decorations""",,,,False
artist-painter,per,Elihu Vedder,,,,False
art described by region,misc,Italian pictures,,partial,Italian,True
painting,misc,"the Drapers' ""Botticelli""",,,,False
,per,the Drapers',,,,False
,per,the Drapers [Mrs. Draper],,,,False
artist-painter,per,Botticelli,,,,False
,per,Mrs. Draper,,,,False
,per,the Cotton Smiths,,,,False
,per,the Cotton Smiths,,,,False
,per,Miss Horner,,,,False
city,loc,Brookline,exact,,Brookline,False
artist-painter,per,Ellen Hale,,,,False
politial figure,per,Chief Justice Nott,,,,False
historian / politician,per,Lodges [Mr. Lodge],,,,False
,per,Lodges [Mrs. Lodge],,,,False
,per,Gilmans,,,,False
,per,Gilmans [Mrs. Gilman],,,,False
historian,per,Mr. Henry Adams,,,,False
politial figure,per,Secretary Hay,,,,False
art dealer,per,Fischer the dealer,,,,False
,per,Mr. Berenson,,,,False
art described by region,misc,Italian Art,,partial,Italian,True
politial figure,per,Mr. Hay,,,,False
,per,this Great Authority,,,,False
,per,Bernhard,,,,False
,per,Mrs. Kuhn's,,,,False
art collector,per,Mr. Rhinelander,,,,False
,per,[Mr. Thonor],,,,False
,per,Mrs. Thonor,,,,False
,per,Mrs. Wadsworth,,,,False
,per,Bernhard,,,,False
,per,Mrs. Du Bois,,,,False
city,loc,New Haven,,,,False
,date,"Friday, Feb. 19, 1904",,,,False
city ,loc,Washington,,,,False
artist-painter,per,Ellen Hale,,,,False
city ,loc,New York,exact,,New York,True
artist-painter,per,Mr. Hamilton Field,,,,False
,per,his mother,,,,False
,per,B.B.,,,,False
artist-actor,per,Elsie de Wolfe,,,,False
public figure,per,Stuyvesants [Mr. Stuyvesant],,,,False
public figure,per,Stuyvesants [Mrs. Stuyvesant],,,,False
accomodation,loc,Somerset Hotel,,,,False
city,loc,Boston,exact,,Boston,True
,date,"Saturday, Feb. 20, 1904",,,,False
,per,Bernhard,,,,False
art collector,per,Ned Waren,,,,False
art collector,per,Marshall,,,,False
public figure,per,Mr. Dorr,,,,False
lecture,misc,lecture,,,,False
club,org,[Saturday Morning Club],,,,False
club,org,New Haven Ladies Saturday Morning Club,,,,False
lecture,misc,lecture,,,,False
association,org,Hartford Art Association,,,,False
accomodation,loc,Somerset Hotel,,,,False
city,loc,Boston,exact,,Boston,True
,date,"Sunday, Feb. 21, 1904",,,,False
,per,Mrs. Gardner,,,,False
,per,Kneise,,,,False
,per,his wife,,,,False
artist-musician,per,Proctor,,,,False
neighborhood,loc,Savin Hill,,,,False
,per,Senda,,,,False
,per,Rachel,,,,False
accomodation,loc,Somerset Hotel,,,,False
city,loc,Boston,exact,,Boston,True
,date,"Monday, Feb. 22, 1904",,,,False
,per,Rachel,,,,False
,per,Senda,,,,False
,per,Ray,,,,False
proper noun adjective,misc,Greek,exact,,Greek,True
,per,Mrs. Tyler,,,,False
,per,Gertrude,,,,False
biographical,misc,Gertrude's death,,,,False
city,loc,Cambridge,,,,False
,per,Senda,,,,False
,per,Münsterbergs [Mr. Münsterberg],,,,False
,per,Münsterbergs [Mrs. Münsterberg],,,,False
,per,Puffers [Mr. Puffer],,,,False
,per,Puffers [Mrs. Puffer],,,,False
,per,Nortons,,,,False
,per,Nortons [Mrs. Norton],,,,False
,per,Warrens [Mr. Warren],,,,False
,per,Warrens [Mrs. Warren],,,,False
professor,per,the Warrens [Mr. Warren],,,,False
,per,the Warrens [Mrs. Warren],,,,False
school,loc,Smith College,,,,False
,per,Salomé Machado,,,,False
professor,per,Prof. Lauman,,,,False
,per,Salomé,,,,False
,per,Mr. Owen,,partial,Owen,True
proper noun adjective,misc,Western,,,,False
state,loc,Kansas,,,,False
country,loc,England,exact,,England,False
,per,B.B.,,,,False
,per,D_,,,,False
religious figure,per,Mrs. Piper,,,,False
accomodation,loc,Somerset Hotel,,,,False
city,loc,Boston,exact,,Boston,True
,date,"Tuesday, Feb. 23, 1904",,,,False
,per,Bernhard,,,,False
medical professional,per,Dr. Lauman,,,,False
,per,Fletcher,,,,False
art historian,per,Prichard,,,,False
artist-painter / curator,per,Chalfin,,,,False
cultural heritage institution,loc,Museum,,,,False
,per,B.B.,,,,False
,per,Mrs. Toy,,,,False
scholar,per,Santayana,,,,False
family unit,org,the Perrys,,partial,Perry,False
artist-painter,per,Whistler,,,,False
cultural ,misc,Whistler reception,,,,False
cultural ,loc,Copley Hall,,,,False
,per,B.B.,,,,False
art collector,per,Mr. Freer,,,,False
,per,Miss Watson,,,,False
city,loc,Buffalo,,,,False
cultural ,org,Bostonians,,partial,Boston,False
accomodation,loc,Somerset Hotel,,,,False
city,loc,Boston,exact,,Boston,True
,date,"Wednesday, Feb. 24, 1904",,,,False
art collector,per,Mr. Freer,,,,False
cultural heritage institution,loc,Museum,,,,False
art described by region,misc,Chinese things,,,,False
art collector / businessperson,per,[Mr. Havemeyer],,,,False
,per,Mrs. Havemeyer,,,,False
,per,Abie,,,,False
artist-painter,per,Mrs. Rogers,,,,False
,per,old Miss Norton,,,,False
,per,B.B.,,,,False
accomodation,loc,Somerset Hotel,,,,False
city,loc,Boston,exact,,Boston,True
,date,"Thursday, Feb. 25, 1904",,,,False
artist-painter,per,Whistler,,,,False
exhibiton,misc,[Whistler again],,,,False
art collector,per,Mr. Freer,,,,False
architect,per,Mr. Fox,,,,False
,per,Mrs. Nickerson,,,,False
,per,B.B.,,,,False
medical professional,per,Dr. Langmaid,,,,False
artist-painter,per,Mrs. Whitman,,partial,Whitman,True
artist-painter,per,Mr. Dove,,,,False
accomodation,loc,Somerset Hotel,,,,False
city,loc,Boston,exact,,Boston,True
,date,"Friday, Feb. 26, 1904",,,,False
,per,Bernhard,,,,False
cultural heritage institution,loc,museum,,,,False
architect,per,Potter,,,,False
artist-painter,per,Veronese,,,,False
artist-painter,per,Paolo,,,,False
painting,misc,"[art supposedly by Paolo Veronse @ MFA, Boston]",,partial,Boston,False
,per,Billy taylor,,,,False
,per,Power,,,,False
architect,per,Mr. Fox,,,,False
,per,Billy taylor,,,,False
,per,Bernhard,,,,False
artist-painter,per,Whistler,,,,False
exhibiton,misc,[Whistler again],,,,False
art collector,per,Mr. Bullard,,,,False
,per,Mrs. Gardner,,,,False
performance,org,Vincent Club of girls,,,,False
cultural,misc,Vaudeville performance,,,,False
family unit,org,Longyears,,,,False
businessman,per,Longyears,,,,False
philanthropist / religious figure,per,Longyears,,,,False
accomodation,loc,Somerset Hotel,,,,False
city,loc,Boston,exact,,Boston,True
,date,"Saturday, Feb. 27, 1904",,,,False
,per,Bernhard,,,,False
,per,His mother,,,,False
,per,Rachel,,,,False
school,loc,Wellesely,,,,False
lecture,misc,The New Art Criticism,,,,False
,per,Bernhard,,,,False
,per,Mrs. Nickerson,,,,False
accomodation,loc,Somerset Hotel,,,,False
city,loc,Boston,exact,,Boston,True
,date,"Sunday, Feb. 28, 1904",,,,False
,per,Mrs. Gardner,,,,False
public figure / artist-painter ,per,Denman Ross,,,,False
,per,Miss Norton,,,,False
,per,Mrs. Scudder (Jeanette Markham),,,,False
public figure / artist-painter ,per,Mr. Ross,,,,False
,per,Mrs. Gardner,,,,False
cultural heritage instituton,loc,her Palace,,,,False
music described by era,misc,XVIII music,,,,False
artist-musician,per,Proctor,,,,False
artist-musician,per,Loeffler,,,,False
instrument,misc,viola d'amore,,,,False
family unit,org,The Berenson family,,,,False
,per,Bernhard,,,,False
,per,his parents [Mr. Berenson],,,,False
,per,his parents [Mrs. Berenson],,,,False
,per,this Mother,,,,False
,per,Rachel,,,,False
,per,Bessie,,,,False
,per,Senda,,,,False
,per,Abe,,,,False
,per,Bernhard,,,,False
business,org,Bank (Barings),,,,False
,per,his father,,,,False
,per,Senda,,,,False
,per,Bessie,,,,False
,per,Senda,,,,False
,per,She,,,,False
,per,Ray,,,,False
,per,Bernhard,,,,False
accomodation,loc,Somerset Hotel,,,,False
city,loc,Boston,exact,,Boston,True
,date,"Monday, Feb. 29, 1904",,,,False
artist-painter,per,Whistler,,,,False
exhibiton,misc,Whistlers,,,,False
,per,Mrs. Bowlker,,,,False
,per,Mr. Bullard,,,,False
lecture,misc,lecture,,,,False
"school, part of",loc,the College Club,,,,False
,per,Mrs. Gardner,,,,False
,per,Mrs. Whitman,,partial,Whitman,True
art collector,per,Mrs. Montgomery Sears,,,,False
artist-poet,per,Miss Eva Palmer,,,,False
city,loc,New York,exact,,New York,True
artist-poet,per,Poe,,,,False
,misc,[poetry by Poe],,,,False
artist-actor/ artist-singer/ artist-poet,per,Mrs. Fiske Warren,,,,False
artist-poet,per,Miss Palmer,,,,False
,per,Mrs. Longyear,,,,False
,per,B.B.,,,,False
medical professional,per,Mr. Ayer,,,,False
medicine,misc,Cherry Pectoral,,,,False
art described by region,misc,Italian pictures,,partial,Italian,True
,per,Mrs. Longyear,,,,False
religious beliefs / practices,misc,Christian Science,,,,False
accomodation,loc,Somerset Hotel,,,,False
city,loc,Boston,exact,,Boston,True
,date,"Wednesday, March 2, 1904",,,,False
architect,per,Mr. Fox,,,,False
,per,Bernhard,,,,False
family unit,org,the Ayers,,,,False
businessman,per,Old Mr. Ayer,,,,False
art historic,org,Old Masters,,,,False
,per,B.B.,,,,False
,per,B.B.,,,,False
,per,Mrs. Gardner,,,,False
,per,Miss Norton,,,,False
artist-painter,per,Whistler,,,,False
exhibiton,misc,Whistlers,,,,False
,per,B.B.,,,,False
,per,Mrs. Whitman,,partial,Whitman,True
family unit,org,the Perrys,,partial,Perry,False
accomodation,loc,Plaza Hotel,,,,False
city,loc,New York,exact,,New York,True
,date,"Thursday, March 3, 1904",,,,False
cultural heritage institution,loc,the Museum,,,,False
,per,Mr. Rhinelander,,,,False
,per,Cesnola,,,,False
,per,Mr. R.,,,,False
,per,B.B.,,,,False
cultural heritage institution,loc,the Museum,,,,False
businessman,per,Havemeyer,,,,False
?,misc,[Havenmeyer things],,,,False
business,org,Tiffany,,,,False
painting,misc,Rembrandts,,,,False
artist-painter,per,Rembrandt,,,,False
painting,misc,Manets,,,,False
artist-painter,per,Manet,,,,False
painting,misc,Degases,,,,False
artist-painter,per,Degas,,,,False
art described by region,misc,Chinese things,,,,False
,per,Miss Weeks,,,,False
producer,per,Miss Marbury,,,,False
artist-actor,per,Elsie de Wolfe,,,,False
proper noun adjective,misc,American,,,,False
accomodation,loc,Plaza Hotel,,,,False
city,loc,New York,exact,,New York,True
,date,"Friday, March 4, 1904",,,,False
art collector / art dealer,per,Glaenzer,,,,False
,per,Emilie Hapgood,,,,False
,per,Bernhard,,,,False
,per,Mr. Rhinelander,,,,False
club,loc,Round Table Club,,,,False
city,loc,Philadelphia,,,,False
lecture,misc,speech,,,,False
,per,Faff,,,,False
accomodation,loc,Plaza Hotel,,,,False
city,loc,New York,exact,,New York,True
,date,"Saturday, March 5, 1904",,,,False
publisher,per,Jacacci,,,,False
,per,Mrs. Vollmer,,,,False
financial,loc,Stock Exchange,,,,False
art collector,per,"Governors, Mr. R. Halsey",,,,False
,per,Bernhard,,,,False
scholar,per,Carpenter,,,,False
lecture,misc,my speech,,,,False
professor,per,Hodder,,,,False
,per,Caseby,,,,False
city,loc,Germantown,,,,False
,date,"Sunday, March 6, 1904",,,,False
city,loc,Philadelphia,,,,False
,per,Uncle William,,,,False
,per,John,,,,False
,per,Pearlie,,,,False
,per,Bernhard,,,,False
businessman,per,Mr. Lathrop,,,,False
architect,per,Mr. Stanford White,,,,False
,per,Mr. Poer,,,,False
professor,per,Mr. Hodder,,,,False
professor,per,Miss Gwinn,,,,False
professor,per,Hodder,,,,False
city,loc,Germantown,,,,False
,date,"Monday, March 7, 1904",,,,False
,per,Minnie Kimbre,,,,False
club,org,Questant,,,,False
school,loc,Bryn Mawr,,,,False
,per,John Thomas,,,,False
professor / social reformer,per,Carey,,,,False
lecture,misc,an address,,,,False
,per,Mamie,,,,False
,per,tom Morton,,,,False
,per,Bernhard,,,,False
,per,Mrs. Winthrop,,,,False
city,loc,Germantown,,,,False
,date,"Tuesday, March 8, 1904",,,,False
,per,Aunty Lill,,,,False
,per,Aunty,,,,False
club,loc,the Contemporary Club,,,,False
lecture,misc,my address,,,,False
lecture,misc,Art Collections in America and their Influence on National Taste and Art,,,,False
,per,Aunty,,,,False
,per,Bernhard,,,,False
art historian,per,Fenellosa,,,,False
art critic / professor,per,Mr. Mather,,,,False
accomodation,loc,Plaza Hotel,,,,False
city,loc,New York,exact,,New York,True
,date,"Wednesday, March 9, 1904",,,,False
,per,Bernhard,,,,False
artist-actor,per,Elsie de Wolfe,,,,False
,per,the Gayleys [Mr. Gayley],,,,False
,per,the Gayleys [Mrs. Gayley],,,,False
,per,Mr. Gayley,,,,False
,per,B.B.,,,,False
,per,B.B.,,,,False
accomodation,loc,Plaza Hotel,,,,False
city,loc,New York,exact,,New York,True
,date,"Wednesday, March 10, 1904",,,,False
medical professional,per,Dr. Oppenheim,,,,False
sickness,misc,Grip,,,,False
,per,Mrs. Dickinson,,,,False
artist-writer,per,Norman,,,,False
,per,Bond,,,,False
,per,Bernhard,,,,False
professor,per,Mr. Butler,,,,False
,per,Mr. Winthrop,,,,False
,per,Mrs. Gardner,,,,False
art collector / art dealer,per,Mr. Glaenzer,,,,False
artist-painter,per,Degas,,,,False
painting,misc,[Degas (portrait of a woman)],,,,False
,per,the Mansons [Mr. Manson],,,,False
,per,the Mansons [Mrs. Manson],,,,False
cultural,misc,concert,,,,False
accomodation,loc,Plaza Hotel,,,,False
city,loc,New York,exact,,New York,True
,date,"Wednesday, March 11, 1904",,,,False
,per,Bernhard,,,,False
,per,Mrs. Gardner,,,,False
cultural heritage institution,loc,Metropolitan Museum,,,,False
artist-actor,per,Miss De Wolfe,,,,False
lecture,misc,speech,,,,False
club,loc,Barnard Club,,,,False
art historian,per,Mr. Van Dyke,,,,False
club,loc,Bryn Mawr Club,,,,False
,per,Norman,,,,False
,per,Bernhard,,,,False
artist-writer,per,Underwood Johnsons [Mr. Johnson],,partial,wood,False
,per,Underwood Johnsons [Mrs. Johnson],,partial,wood,False
accomodation,loc,Plaza Hotel,,,,False
city,loc,New York,exact,,New York,True
,date,"Saturday, March 12, 1904",,,,False
sickness,misc,Grip,,,,False
,per,Bernhard,,,,False
,per,Mrs. Gardner,,,,False
cultural heritage institution,loc,Historical Society,,,,False
art collector,per,the Chapmans [Mr. Chapman],,,,False
,per,the Chapmans [Mrs. Chapman],,,,False
,per,Mrs. Abbe,,,,False
,per,Mrs. Gardner,,,,False
artist-painter,per,Degas,,,,False
painting,misc,[painting by Degas],,,,False
medical professional,per,Dr. Abbe,,,,False
element,misc,Radium,,,,False
accomodation,loc,Plaza Hotel,,,,False
city,loc,New York,exact,,New York,True
,date,"Sunday, March 13, 1904",,,,False
artist-painter,per,Jacacci,,,,False
art collector / lawyer,per,Mr. Grenville Winthrop,,,,False
,per,Bond,,,,False
,per,Josephine,,,,False
artist-writer,per,Norman,,,,False
transportation vessel name,misc,S.S. Kaiser Wilhelm II,,,,False
business,org,North German Lloyd,,,,False
,date,"Monday, March 14, 1904",,,,False
,per,Alban,,,,False
,per,Emma,,,,False
city,loc,Philadelphia,,,,False
,per,Fafner,,,,False
,per,Emily Hapgood,,,,False
art collector / businessperson,per,Charles Deering,,,,False
art collector / art dealer,per,Mr. Glaenzer,,,,False
,per,A.,,,,False
,per,E.,,,,False
address,loc,44 Grosvenor Road,,,,False
city,loc,London,,,,False
,date,"Monday, March 21, 1904",,,,False
city,loc,Plymouth,,,,False
sickness,misc,Grip,,,,False
home,loc,I Tatti,,,,False
region,loc,Settignano,exact,,Settignano,False
,date,"Monday, April 4, 1904",,,,False
city,loc,London,,,,False
,per,Bernhard,,,,False
city,loc,Paris,,,,False
,per,Ray,,,,False
,per,Karin,,,,False
,per,Winnie Buckley,,,,False
